Date and Time,Wheelchair Base Response
06/08/2019 09:59:25,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:25,STATUS: MOVEMENT,,
06/08/2019 09:59:25,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:26,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:26,STATUS: MOVEMENT,,
06/08/2019 09:59:26,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:27,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:27,STATUS: MOVEMENT,,
06/08/2019 09:59:27,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:28,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:28,STATUS: MOVEMENT,,
06/08/2019 09:59:28,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:29,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:29,STATUS: MOVEMENT,,
06/08/2019 09:59:29,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:30,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:30,STATUS: MOVEMENT,,
06/08/2019 09:59:30,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:31,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:31,STATUS: MOVEMENT,,
06/08/2019 09:59:31,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:32,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:32,STATUS: MOVEMENT,,
06/08/2019 09:59:32,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:33,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:33,STATUS: MOVEMENT,,
06/08/2019 09:59:33,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:34,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:34,STATUS: MOVEMENT,,
06/08/2019 09:59:34,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:35,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:35,STATUS: MOVEMENT,,
06/08/2019 09:59:35,STATUS: TELEMETRY,20.344V,0.000A,0.000A
06/08/2019 09:59:36,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:36,STATUS: MOVEMENT,,
06/08/2019 09:59:36,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:37,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:37,STATUS: MOVEMENT,,
